"unique_ID","long_cite","short_cite","contributor","study_num","condition","response_mode","procedure","method","dependent_measure","between_participant","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","nativeness","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_number","dataset","response_mode_procedure","mean_age","n"
"Figueras2010","Figueras Montiu, M., & Bosch Galceran, L. (2010). Capacidades de discriminaciÃ³n fonÃ©tica de un contraste vocÃ¡lico nativo en el prematuro. Psicothema 22(4), 669-676. Retrieved from http://www.unioviedo.es/reunido/index.php/PST/article/view/8935","Figueras Montiu  & Bosch Galceran (2010) ","ac","exp2",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","mixed","standard",NA,NA,14,NA,264,NA,NA,NA,4.828,4.366,5.219,NA,NA,0.9742152606,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native","dodi-dudi_","dodi-dudi_","not_looked_up",1,0,1,0,0,0,0,"comments_F: averages over all tokens; first stim = fam, second stim = test; F1/F2/F3.1: o 549/1211, u 377/995; F1/F2/F3.2: o 526/1131 u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers; ACOUSTIC ANALYSES FROM  SEB-GAL & BOSCH 2009; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: 0.857142857142857; partial.eta.squared: NA; d: NA","no",";also report means, SD and t between first and last familiarization trial",63,"Phonemic discrimination","eye-tracking: familiarization",264,14
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp1a",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","mixed","standard",NA,NA,12,NA,142,NA,NA,NA,3.21,6.90510922,6.30466494,NA,15.285,0.4687610088,NA,NA,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0,"fussiness, parental","native","dodi-dudi_","dodi-dudi_","not_looked_up",1,0,1,0,0,0,0,"comments_F: averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: o 549/1211, u 377/995; F1/F2/F3.2: o 526/1131 u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","author_provided",64,"Phonemic discrimination","eye-tracking: familiarization",142,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp1a",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","mixed","standard",NA,NA,12,NA,268,NA,NA,NA,5.391,4.272391992,6.02753681,4.523,NA,0.9963445792,NA,NA,41,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0,"fussiness, parental","native","dodi-dudi_","dodi-dudi_","not_looked_up",1,0,1,0,0,0,0,"comments_F: averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: o 549/1211, u 377/995; F1/F2/F3.2: o 526/1131 u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","author_provided",65,"Phonemic discrimination","eye-tracking: familiarization",268,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp1a",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatFrench","bilingual",NA,NA,12,NA,141.17,NA,NA,NA,2.755,459.5708143,5.311622477,NA,NA,0.008184934135,NA,NA,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0,"fussiness, parental","native","dodi-dudi_","dodi-dudi_","not_looked_up",1,0,1,0,0,0,0,"comments_F: averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: o 549/1211, u 377/995; F1/F2/F3.2: o 526/1131 u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","author_provided",66,"Phonemic discrimination","eye-tracking: familiarization",141.17,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp1a",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatFrench","bilingual",NA,NA,12,NA,261,NA,NA,NA,-0.934,6.166100875,3.718135734,NA,NA,-0.1771197832,NA,NA,12.92,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0,"fussiness, parental","native","dodi-dudi_","dodi-dudi_","not_looked_up",1,0,1,0,0,0,0,"comments_F: averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: o 549/1211, u 377/995; F1/F2/F3.2: o 526/1131 u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","author_provided",67,"Phonemic discrimination","eye-tracking: familiarization",261,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp1b",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatFrench","bilingual",NA,NA,12,NA,379.59,NA,NA,NA,3.34,6.581793069,5.773502692,3.107,NA,0.5209019407,NA,NA,23,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,"fussiness, parental","native","dodi-dudi_","dodi-dudi_","not_looked_up",1,0,1,0,0,0,0,"comments_F: averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: o 549/1211, u 377/995; F1/F2/F3.2: o 526/1131 u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",537.5,1171,370,1022,849.585,896.635,278.21,173.915,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","author_provided",68,"Phonemic discrimination","eye-tracking: familiarization",379.59,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp2a",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatFrench","bilingual",NA,NA,12,NA,243.36,NA,NA,NA,0.88,5.438,6.785,NA,NA,0.1381890497,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"fussiness, parental","native","dodi-dudi_","dodi-dudi_","not_looked_up",1,0,1,0,0,0,0,"comments_F: averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; dur: o 894 u 884; dur test o 903 u 901; F1/F2/F3.1: o 498/1108, u 341/953; F1/F2/F3.2: o 495/1071 u 351/918; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 2 different female talkers; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",496.5,1089.5,346,935.5,898.5,892.5,335.585,181.4,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","NB!!!! AGE WAS NOT PROVIDED OTHER THAN '8MO';author provided SDs (except for E2a & 2b, where they are given in the article)",69,"Phonemic discrimination","eye-tracking: familiarization",243.36,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp2b",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatFrench","bilingual",NA,NA,12,NA,243.36,NA,NA,NA,1.131,4.865,4.257,NA,NA,0.2388911312,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"fussiness, parental","native","do-du_","do-du_","not_looked_up",1,0,1,0,0,0,0,"comments_F: note, this was a subselection, and they are shown in a figure so we could eye-ball them (ST: not sure where the current values come from?); F1/F2/F3.1: NA; F1/F2/F3.2: NA; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 1 talker; voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",496.8333333,1095.611111,344.3333333,941.3888889,NA,NA,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","NB!!!! AGE WAS NOT PROVIDED OTHER THAN '8MO';author provided SDs (except for E2a & 2b, where they are given in the article)",70,"Phonemic discrimination","eye-tracking: familiarization",243.36,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp3",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","mixed","standard",NA,NA,12,NA,121.68,NA,NA,NA,5.753,6.235382907,4.664990175,4.03,NA,1.0087468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native","dedi-dudi_","dedi-dudi_","not_looked_up",1,2,1,0,1,0,0,"comments_F: e taken from bosch & seb-gal 03; averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: e 452/2729, u 377/995; F1/F2/F3.2: e 443/2685, u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers for u, 5 different female talkers for e (this seems odd, perhaps there's an error and it wasn't the same stimuli as in bosh & seb-gal 2003?); voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",452,2729,370,1022,NA,NA,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","NB!!!! AGE WAS NOT PROVIDED OTHER THAN '8MO';author provided SDs (except for E2a & 2b, where they are given in the article)",71,"Phonemic discrimination","eye-tracking: familiarization",121.68,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp3",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","mixed","standard",NA,NA,12,NA,243.36,NA,NA,NA,5.313,5.70422066,6.073724832,2.965,NA,0.8706561774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native","dedi-dudi_","dedi-dudi_","not_looked_up",1,2,1,0,1,0,0,"comments_F: e taken from bosch & seb-gal 03; averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: e 452/2729, u 377/995; F1/F2/F3.2: e 443/2685, u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers for u, 5 different female talkers for e (this seems odd, perhaps there's an error and it wasn't the same stimuli as in bosh & seb-gal 2003?); voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",452,2729,370,1022,NA,NA,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","NB!!!! AGE WAS NOT PROVIDED OTHER THAN '8MO';author provided SDs (except for E2a & 2b, where they are given in the article)",72,"Phonemic discrimination","eye-tracking: familiarization",243.36,12
"Sebastian2009","SebastiÃ¡n-GallÃ©s, N., & Bosch, L. (2009). Developmental shift in the discrimination of vowel contrasts in bilingual infants: is the distributional account all there is to it? Developmental science, 12(6), 874â887.","SebastiÃ¡n-GallÃ©s & Bosch (2009)","ac","exp3",NA,"eye-tracking","familiarization","head-turn preference procedure","lookingTime",0,"no","CatFrench","bilingual",NA,NA,12,NA,121.68,NA,NA,NA,4.932,5.196152423,5.380904509,2.768,NA,0.9002891423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native","dedi-dudi_","dedi-dudi_","not_looked_up",1,2,1,0,1,0,0,"comments_F: e taken from bosch & seb-gal 03; averages over all tokens; first stim = fam, second stim = test; Formant frequency mean values in Hz of the first two formants were obtained from a 150Ã¢â¬â200 ms central section of the target vowel; F1/F2/F3.1: e 452/2729, u 377/995; F1/F2/F3.2: e 443/2685, u 363/1049; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 6 different female talkers for u, 5 different female talkers for e (this seems odd, perhaps there's an error and it wasn't the same stimuli as in bosh & seb-gal 2003?); voice: female; IDS: yes; naturalness: natural; ISI: NA; SOA: NA; ambient.noise: NA; snr: 65; differ.in: ",452,2729,370,1022,NA,NA,NA,NA,NA,NA,NA,"",0,"","","fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:25000;nb.tokens.trial:12;visual.stim:simple, colorful animated images;size.in:NA;dist.from.child.in:NA;side.degrees:35;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:same-switch;CF.ntest:4;CF.testDetails:2 same, 2 switch;CHT.responsetimeout:NA;CHT.criterion:NA;CHT.criterionByChance:NA;CHT.maximum.trials:NA;CHT.Max.nb.visits:NA;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","NB!!!! AGE WAS NOT PROVIDED OTHER THAN '8MO';author provided SDs (except for E2a & 2b, where they are given in the article)",73,"Phonemic discrimination","eye-tracking: familiarization",121.68,12
